,Link,Num of Applicants,Opening Date,Closing Date,Company Name,Writeup,Location,Job Title,Employment Type,Seniority,Job Category,Salary,Salary Frequency,Responsibilities,Requirements
136,,['1 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['APAR TECHNOLOGIES PTE. LTD.'],"['Headquartered in Singapore, we are one of Asia Pacific’s leading organizations, providing technology consulting, software development and outsourcing services, with operations in 5 countries across the region and with development centres in Singapore, Malaysia and India.', 'Apar Technologies is a part of the Apar Group, a billion dollar industrial conglomerate and managed by Basil Partners, a successful technology venture fund.', 'Apar combines a passion for client satisfaction, deep industry and technology expertise and a global workforce working in an honest and ethical work environment to deliver value.', 'Our four growth platforms—Technology consulting, Business intelligence, Collaboration and Cloud and big data—are the innovation engines through which we build world-class skills and capabilities and create, acquire and manage key assets central to the development of world class services and solutions for our clients.', 'Apar aims to be the preferred business partner of global companies, helping them create best – in- class technology and business solutions.', 'Headquartered in Singapore, we are one of Asia Pacific’s leading organizations, providing technology consulting, software development and outsourcing services, with operations in 5 countries across the region and with development centres in Singapore, Malaysia and India.', 'Apar Technologies is a part of the Apar Group, a billion dollar industrial conglomerate and managed by Basil Partners, a successful technology venture fund.', 'Apar combines a passion for client satisfaction, deep industry and technology expertise and a global workforce working in an honest and ethical work environment to deliver value.', 'Our four growth platforms—Technology consulting, Business intelligence, Collaboration and Cloud and big data—are the innovation engines through which we build world-class skills and capabilities and create, acquire and manage key assets central to the development of world class services and solutions for our clients.', 'Apar aims to be the preferred business partner of global companies, helping them create best – in- class technology and business solutions.']","['SGX CENTRE II, 4 SHENTON WAY 068807']",['Software Quality Analyst'],['Permanent'],['Executive'],['Information Technology'],[],['Monthly'],[],"['  ', '  ', '  ', '  ', '  ', '  ']"
137,,['18 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['J.D. POWER SINGAPORE PTE. LTD.'],"['J.D. Power is a global market research company that focuses on measuring and improving the customer experience.\xa0 J.D. Power delivers customer experience insights and consulting solutions, primarily in the automotive, financial services industries, as well as construction, hospitality and travel, and telecom verticals.', 'J.D. Power is a global market research company that focuses on measuring and improving the customer experience.\xa0 J.D. Power delivers customer experience insights and consulting solutions, primarily in the automotive, financial services industries, as well as construction, hospitality and travel, and telecom verticals.']","['UIC BUILDING, 5 SHENTON WAY 068808']",['Regional Communication and Marketing Manager'],['Permanent'],['Middle Management'],['Marketing / Public Relations '],[],['Monthly'],"['  ', '  ', '  ']","['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']"
138,,['5 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['CIRCLES LIFE TECHNOLOGY PTE. LTD.'],"[""Circles.Life Technology Pte Ltd (CLT) is a subsidiary of Circles.Asia, the holding company of Circles.Life brand. With our game-changing digital products and leading no-contract data focused mobile plans, we're bringing a whole new experience to the digital consumer market. Our mission is to re-imagine the mobile experience for the digital consumer and to disrupt the multi-trillion global telco industry."", ""Circles.Life Technology Pte Ltd (CLT) is a subsidiary of Circles.Asia, the holding company of Circles.Life brand. With our game-changing digital products and leading no-contract data focused mobile plans, we're bringing a whole new experience to the digital consumer market. Our mission is to re-imagine the mobile experience for the digital consumer and to disrupt the multi-trillion global telco industry.""]","['HENDERSON BUILDING, 221 HENDERSON ROAD 159557']",['Senior Technical Architect'],['Full Time'],['Senior Executive'],['Telecommunications'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']",['  ']
139,,['2 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['CIRCLES LIFE TECHNOLOGY PTE. LTD.'],"[""Circles.Life Technology Pte Ltd (CLT) is a subsidiary of Circles.Asia, the holding company of Circles.Life brand. With our game-changing digital products and leading no-contract data focused mobile plans, we're bringing a whole new experience to the digital consumer market. Our mission is to re-imagine the mobile experience for the digital consumer and to disrupt the multi-trillion global telco industry."", ""Circles.Life Technology Pte Ltd (CLT) is a subsidiary of Circles.Asia, the holding company of Circles.Life brand. With our game-changing digital products and leading no-contract data focused mobile plans, we're bringing a whole new experience to the digital consumer market. Our mission is to re-imagine the mobile experience for the digital consumer and to disrupt the multi-trillion global telco industry.""]","['HENDERSON BUILDING, 221 HENDERSON ROAD 159557']",['Technical Architect'],['Full Time'],['Executive'],['Telecommunications'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']",['  ']
140,,['2 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['STARCOM MEDIA WORLDWIDE'],"["" is the Human Experience Company, part of publicis Group.\xa0(SMG) is one of the world's largest and most celebrated brand communications and consumer organization. Our portfolio of strategic services includes media planning and buying, communications planning, performance media, internet and digital communications, as well as multicultura, entertainment, gaming, content and sponsorships, and event marketing and media."", ""At SMG, we bring creativity and data together - the marriage of art and science if you like - to create connected human experiences for consumers on behalf of our clients.\xa0We believe experiences matter, enhance lives and build brands - brought to life through SMG's MediaVest, Starcom and Spark."", 'Ranked #1 global media network in billings by RECMA, SMG encompasses a network of human experience strategists, investment specialists, content creators, digital & technology experts in 13 offices worldwide.', 'In 2014, SMG was named Festival of Media Global Network of the Year for the second consecutive year.', "" is the Human Experience Company, part of publicis Group.\xa0(SMG) is one of the world's largest and most celebrated brand communications and consumer organization. Our portfolio of strategic services includes media planning and buying, communications planning, performance media, internet and digital communications, as well as multicultura, entertainment, gaming, content and sponsorships, and event marketing and media."", ""At SMG, we bring creativity and data together - the marriage of art and science if you like - to create connected human experiences for consumers on behalf of our clients.\xa0We believe experiences matter, enhance lives and build brands - brought to life through SMG's MediaVest, Starcom and Spark."", 'Ranked #1 global media network in billings by RECMA, SMG encompasses a network of human experience strategists, investment specialists, content creators, digital & technology experts in 13 offices worldwide.', 'In 2014, SMG was named Festival of Media Global Network of the Year for the second consecutive year.']","['MAPLETREE ANSON, 60 ANSON ROAD 079914']",['Manager / Senior Manager'],['Full Time'],"['Middle Management, Manager']",['Advertising / Media '],[],['Monthly'],[],[]
141,,['1 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['EXTRAORDINARY PEOPLE LIMITED'],"['We are a charity registered since July 2017 and have obtained Institute of Public Character', '\n(IPC) status in October 2018. We enable and support children and youth with special needs,', '\nstriving for an inclusive society.', 'We are a charity registered since July 2017 and have obtained Institute of Public Character', '\n(IPC) status in October 2018. We enable and support children and youth with special needs,', '\nstriving for an inclusive society.']","['THE PLAZA, 7500A BEACH ROAD 199591']",['Clinical Psychologist'],['Full Time'],['Professional'],['Medical / Therapy Services'],[],[],"['  ', '  ', '  ', '  ']",[]
142,,['0 application'],['Posted 03 May 2019'],['Closing on 16 May 2019'],"['Judiciary, Supreme Court']",[],['1 SUPREME COURT LANE 178879'],"['SENIOR EXECUTIVE, FAMILY DISPUTE RESOLUTION']",['Contract'],[],['Public / Civil Service'],[],[],"[' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",[]
143,,['1 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['YOTEL SINGAPORE ORCHARD ROAD'],"['YOTEL SINGAPORE ORCHARD ROAD', 'YOTEL SINGAPORE ORCHARD ROAD']",['366 ORCHARD ROAD 238904'],['Assistant Sales Manager'],"['Permanent, Full Time']",['Senior Executive'],"['F&B, Hospitality']",[],['Monthly'],"['  ', '  ', '  ']",['  ']
144,,['3 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['CISCO INTERNATIONAL LIMITED SINGAPORE BRANCH'],[],"['ONE MARINA BOULEVARD, 1 MARINA BOULEVARD 018989']",['Network Consulting Engineer'],['Full Time'],['Professional'],"['Information Technology, Telecommunications']",[],['Annually'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ']","['  ', '  ', '  ', '  ', '  ']"
145,,['11 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['FOODPANDA SINGAPORE PTE. LTD.'],"[""Foodpanda is Singapore's fastest growing online food delivery platform. The venture is part of the Rocket Internet network - a global e-commerce company, which operates in various businesses around the world and has established brands such as Zalora, EasyTaxi and Lazada."", 'foodpanda/hellofood ventures are currently active in many regions across Africa, South America and South East Asia, and the platform has marked a presence in over 33 countries.', 'At foodpanda, we are interested in providing great opportunities for passionate individuals to learn all different aspects about a fast growing start-up and we are always keen to welcome new people into our team. It is an incredibly rare opportunity to work for a highly reputed international company, which offers you a challenging but fun and casual working atmosphere.', '\xa0', ""Foodpanda is Singapore's fastest growing online food delivery platform. The venture is part of the Rocket Internet network - a global e-commerce company, which operates in various businesses around the world and has established brands such as Zalora, EasyTaxi and Lazada."", 'foodpanda/hellofood ventures are currently active in many regions across Africa, South America and South East Asia, and the platform has marked a presence in over 33 countries.', 'At foodpanda, we are interested in providing great opportunities for passionate individuals to learn all different aspects about a fast growing start-up and we are always keen to welcome new people into our team. It is an incredibly rare opportunity to work for a highly reputed international company, which offers you a challenging but fun and casual working atmosphere.', '\xa0']","['GB BUILDING, 143 CECIL STREET 069542']",['Product Support Specialist'],['Permanent'],['Executive'],['Information Technology'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ']","['  ', '  ']"
